id,man_id,model_name,is_car,is_moto,is_spec
12943,1003,ATT 300,False,False,True
12959,1003,ATT 340,False,False,True
12975,1003,ATT 35,False,False,True
12923,1003,ATT 350,False,False,True
12963,1003,ATT 380,False,False,True
12971,1003,ATT 390,False,False,True
12951,1003,ATT 400,False,False,True
12927,1003,ATT 400-2,False,False,True
12955,1003,ATT 600.2,False,False,True
12987,1003,ATT 680,False,False,True
12947,1003,ATT 900,False,False,True
4258,332,Attax,False,True,False
6094,29,Attrage,True,False,False
6360,356,ATV,False,True,False
5698,125,ATV  100cc ,False,True,False
5699,125,ATV 125cc ,False,True,False
5700,125,ATV 150cc ,False,True,False
5697,125,ATV 50cc ,False,True,False
6312,386,ATV300-D,False,True,False
6313,386,ATV300-D EFI,False,True,False
12230,954,Auc,False,False,True
8053,161,Auchan,True,False,False
3451,181,Audace,False,True,False
10942,758,AUF / AUFH,False,False,True
10938,758,AUH,False,False,True
10006,143,Auman BJ3259,False,False,True
5786,143,Auman Est Dumper,False,False,True
5784,143,Auman Est-A,False,False,True
5785,143,Auman Est-M,False,False,True
9998,143,AUMAN ETX,False,False,True
10042,143,Aumark BJ1041,False,False,True
10026,143,Aumark BJ1088,False,False,True
10030,143,Aumark BJ1108,False,False,True
10034,143,Aumark BJ1126,False,False,True
5782,143,Aumark C,False,False,True
5781,143,Aumark S,False,False,True
10014,143,Aumark TM1030,False,False,True
5783,143,Aumark TX,False,False,True
1940,93,Aura,True,False,False
1761,41,Auris,True,False,False
10890,758,AUT,False,False,True
5025,367,AUTFITTER X 8X8,False,True,False
10894,758,AUTH,False,False,True
3003,180,Automatic 430,False,True,False
